,FlowStep,Thingname,ActorModifiedby,Line_number,CreatedBy,tag_number,Created_By,Startedby,"CONVERT_TZ(t3.completed, 'GMT', 'US/Pacific')",PartNumber,created
0,3BM-20001,TG120255002S90,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,43:34.0,1508203-01-H,56:10.0
1,3BM-20001,TG120255002VMD,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,43:44.5,1508204-01-H,37:18.0
2,3BM-20001,TG120255002TLL,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,43:55.7,1508203-01-H,18:18.0
3,3BM-20001,TG120255002WS7,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,44:03.8,1508203-01-H,47:58.0
4,3BM-20001,TG120255002PV8,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,44:06.2,1508202-01-H,42:04.0
5,3BM-20001,TG120255002WE4,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,44:14.2,1508204-01-H,42:10.0
6,3BM-20001,TG120255002TF8,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,44:19.5,1508203-01-H,15:16.0
7,3BM-20001,TG120255002DYY,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,44:22.6,1508243-01-H,18:40.0
8,3BM-20001,TG1202550020BF,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,44:24.1,1508242-01-H,26:09.0
9,3BM-20001,TG120255002WMK,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,44:24.6,1508203-01-H,45:58.0
10,3BM-20001,TG120255002KJ8,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,44:26.2,1508243-01-H,40:52.0
11,3BM-20001,TG1202550026L8,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,44:27.8,1508244-01-H,51:48.0
12,3BM-20001,TG120255002E2S,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,44:28.6,1508243-01-H,20:11.0
13,3BM-20001,TG120255002JF0,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,44:29.5,1508242-01-H,25:07.0
14,3BM-20001,TG120255002SB8,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,44:32.8,1508203-01-H,57:07.0
15,3BM-20001,TG120255002VM8,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,44:34.9,1508202-01-H,37:16.0
16,3BM-20001,TG120255002TMZ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,44:46.2,1508202-01-H,19:12.0
17,3BM-20001,TG120255002TJ6,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,44:57.8,1508203-01-H,16:53.0
18,3BM-20001,TG120255002TVB,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,45:02.2,1508203-01-H,22:13.0
19,3BM-20001,TG120255002R4K,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,45:15.0,1508204-01-H,46:41.0
20,3BM-20001,TG120255002V6X,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,45:26.1,1508203-01-H,28:51.0
21,3BM-20001,TG120255002WWY,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,45:34.4,1508203-01-H,49:55.0
22,3BM-20001,TG120255002VHS,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,45:42.2,1508202-01-H,35:20.0
23,3BM-20001,TG120255002WCT,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,45:45.1,1508202-01-H,41:31.0
24,3BM-20001,TG120255002M0A,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,45:53.1,1508243-01-H,01:43.0
25,3BM-20001,TG120255002TPH,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,45:53.2,1508203-01-H,20:13.0
26,3BM-20001,TG120255002GBG,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,45:54.8,1508242-01-H,54:47.0
27,3BM-20001,TG120255002H6A,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,45:56.2,1508243-01-H,05:52.0
28,3BM-20001,TG120255002082,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,45:57.2,1508242-01-H,24:40.0
29,3BM-20001,TG120255002M3D,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,45:58.2,1508243-01-H,03:13.0
30,3BM-20001,TG120255001EA3,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,45:59.7,1508244-01-H,13:42.0
31,3BM-20001,TG120255002M4W,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,46:00.6,1508243-01-H,03:57.0
32,3BM-20001,TG120255002SGE,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,46:08.9,1508203-01-H,59:33.0
33,3BM-20001,TG120255002X0W,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,46:14.7,1508203-01-H,52:04.0
34,3BM-20001,TG120255002TKE,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,46:19.4,1508202-01-H,17:42.0
35,3BM-20001,TG120255002VN3,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,46:24.8,1508204-01-H,37:40.0
36,3BM-20001,TG120255002WZT,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,46:35.5,1508203-01-H,51:29.0
37,3BM-20001,TG120255002SF7,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,46:36.4,1508203-01-H,59:03.0
38,3BM-20001,TG120255002ETH,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,46:40.1,1508242-01-H,31:37.0
39,3BM-20001,TG120255002WS2,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,46:45.7,1508202-01-H,47:50.0
40,3BM-20001,TG120255002SD0,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,46:46.9,1508204-01-H,58:03.0
41,3BM-20001,TG120255002TLS,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,47:02.9,1508203-01-H,18:31.0
42,3BM-20001,TG120255002WM3,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,47:10.1,1508203-01-H,45:42.0
43,3BM-20001,TG120255002TLK,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,47:13.3,1508202-01-H,18:17.0
44,3BM-20001,TG120255002SLM,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,47:30.8,1508203-01-H,01:18.0
45,3BM-20001,TG120255002TT8,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,47:41.4,1508203-01-H,21:36.0
46,3BM-20001,TG120255002V7C,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,47:47.7,1508203-01-H,29:04.0
47,3BM-20001,TG120255002EYN,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,47:50.1,1508243-01-H,33:40.0
48,3BM-20001,TG120255002G54,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,47:52.2,1508243-01-H,51:37.0
49,3BM-20001,TG120255002KPD,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,47:53.2,1508244-01-H,43:15.0
50,3BM-20001,TG1202550021FZ,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,47:54.8,1508243-01-H,43:32.0
51,3BM-20001,TG120255002FPW,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,47:56.5,1508242-01-H,46:00.0
52,3BM-20001,TG120255002TPV,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,47:57.3,1508202-01-H,20:29.0
53,3BM-20001,TG120255002KXB,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,47:57.5,1508243-01-H,45:50.0
54,3BM-20001,TG120255002X16,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,47:57.9,1508202-01-H,52:18.0
55,3BM-20001,TG120255002SLV,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,48:15.3,1508203-01-H,01:23.0
56,3BM-20001,TG120255002X6L,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,48:25.1,1508203-01-H,55:25.0
57,3BM-20001,TG120255002V8N,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,48:25.8,1508204-01-H,30:07.0
58,3BM-20001,TG120255002V7M,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,48:35.3,1508204-01-H,29:21.0
59,3BM-20001,TG120255002SY2,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,48:36.9,1508204-01-H,05:49.0
60,3BM-20001,TG120255002VBG,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,48:46.0,1508203-01-H,31:42.0
61,3BM-20001,TG120255002WV4,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,48:56.2,1508202-01-H,48:56.0
62,3BM-20001,TG120255002G6T,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,49:02.4,1508243-01-H,52:22.0
63,3BM-20001,TG1202550026GZ,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,49:03.9,1508242-01-H,50:20.0
64,3BM-20001,TG120255002KZ6,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,49:04.8,1508243-01-H,46:35.0
65,3BM-20001,TG1202550021HP,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,49:06.2,1508244-01-H,44:12.0
66,3BM-20001,TG120255002GCY,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,49:07.4,1508243-01-H,55:32.0
67,3BM-20001,TG120255001ZPT,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,49:08.1,1508242-01-H,16:13.0
68,3BM-20001,TG120255002LXR,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,49:08.7,1508243-01-H,00:14.0
69,3BM-20001,TG120255002WTV,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,49:09.7,1508203-01-H,48:48.0
70,3BM-20001,TG120255002TN6,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,49:30.6,1508203-01-H,19:20.0
71,3BM-20001,TG120255002VA5,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,49:41.3,1508202-01-H,30:58.0
72,3BM-20001,TG120255002X29,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,49:53.6,1508203-01-H,52:50.0
73,3BM-20001,TG120255002VGG,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,49:53.7,1508203-01-H,34:33.0
74,3BM-20001,TG120255002WP4,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,50:03.7,1508202-01-H,46:48.0
75,3BM-20001,TG120255002TSF,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,50:13.3,1508203-01-H,21:17.0
76,3BM-20001,TG120255002VCA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,50:24.1,1508202-01-H,32:11.0
77,3BM-20001,TG120255002VHL,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,50:35.8,1508203-01-H,35:15.0
78,3BM-20001,TG120255002WWJ,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,50:36.4,1508204-01-H,49:47.0
79,3BM-20001,TG120255002R46,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,50:45.9,1508204-01-H,46:30.0
80,3BM-20001,TG120255002XAV,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,50:47.1,1508203-01-H,57:37.0
81,3BM-20001,TG120255002V8T,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,50:57.0,1508203-01-H,30:12.0
82,3BM-20001,TG120255002WZW,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,50:57.9,1508202-01-H,51:33.0
83,3BM-20001,TG120255002L89,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,51:19.2,1508202-01-H,50:53.0
84,3BM-20001,TG120255002STC,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,51:30.4,1508203-01-H,04:06.0
85,3BM-20001,TG120255002X7Z,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,51:39.0,1508203-01-H,56:17.0
86,3BM-20001,TG120255002VDV,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,51:47.8,1508203-01-H,32:58.0
87,3BM-20001,TG120255002VM4,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,51:58.5,1508202-01-H,37:12.0
88,3BM-20001,TG120255002VED,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,52:09.1,1508203-01-H,33:12.0
89,3BM-20001,TG120255002XCJ,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,52:19.2,1508202-01-H,58:39.0
90,3BM-20001,TG120255002SRF,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,52:30.4,1508203-01-H,03:11.0
91,3BM-20001,TG120255002VGJ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,52:41.0,1508204-01-H,34:35.0
92,3BM-20001,TG120255002XC7,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,52:47.2,1508203-01-H,58:30.0
93,3BM-20001,TG120255002VNG,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,52:56.2,1508203-01-H,37:54.0
94,3BM-20001,TG120255002WFY,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,52:57.5,1508204-01-H,43:11.0
95,3BM-20001,TG120255002WBK,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,53:06.7,1508202-01-H,40:57.0
96,3BM-20001,TG120255002VJD,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,53:08.2,1508203-01-H,35:36.0
97,3BM-20001,TG120255002XB2,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,53:18.9,1508202-01-H,57:42.0
98,3BM-20001,TG120255002TBN,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,53:28.1,1508203-01-H,13:30.0
99,3BM-20001,TG120255002XEC,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,53:36.7,1508203-01-H,59:37.0
100,3BM-20001,TG120255002VAE,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,53:38.6,1508203-01-H,31:05.0
101,3BM-20001,TG120255002WJ8,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,53:53.3,1508202-01-H,44:13.0
102,3BM-20001,TG120255002VLS,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,54:01.6,1508203-01-H,36:59.0
103,3BM-20001,TG120255002W8L,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,54:04.9,1508203-01-H,39:20.0
104,3BM-20001,TG120255002WHL,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,54:11.9,1508202-01-H,44:03.0
105,3BM-20001,TG120255002S18,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,54:20.5,1508204-01-H,52:35.0
106,3BM-20001,TG120255002VP8,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,54:27.3,1508203-01-H,38:21.0
107,3BM-20001,TG120255002WA8,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,54:31.4,1508203-01-H,40:09.0
108,3BM-20001,TG120255002VC5,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,54:37.6,1508204-01-H,32:06.0
109,3BM-20001,TG120255002X21,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,54:46.6,1508202-01-H,52:43.0
110,3BM-20001,TG120255002XG6,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,54:48.3,1508203-01-H,00:42.0
111,3BM-20001,TG120255002TEZ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,54:57.9,1508203-01-H,15:07.0
112,3BM-20001,TG120255002WYW,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,54:58.9,1508202-01-H,50:58.0
113,3BM-20001,TG120255002WBA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,55:17.0,1508203-01-H,40:50.0
114,3BM-20001,TG120255002WAB,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,55:18.4,1508203-01-H,40:12.0
115,3BM-20001,TG120255002WCC,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,55:27.5,1508202-01-H,41:14.0
116,3BM-20001,TG120255002VGD,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,55:45.3,1508203-01-H,34:31.0
117,3BM-20001,TG120255002SJV,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,55:55.7,1508204-01-H,00:31.0
118,3BM-20001,TG120255002XKL,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,55:56.0,1508203-01-H,02:36.0
119,3BM-20001,TG120255002X3X,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,56:07.0,1508202-01-H,53:49.0
120,3BM-20001,TG120255002VDP,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,56:14.0,1508203-01-H,32:53.0
121,3BM-20001,TG120255002NPE,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,56:24.5,1508202-01-H,26:22.0
122,3BM-20001,TG120255002WCA,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,56:48.7,1508203-01-H,41:13.0
123,3BM-20001,TG120255002WAX,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,56:59.2,1508204-01-H,40:31.0
124,3BM-20001,TG120255002WZ5,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,57:09.8,1508203-01-H,51:07.0
125,3BM-20001,TG120255002VKZ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:15.5,1508203-01-H,36:30.0
126,3BM-20001,TG120255002XHT,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,57:20.4,1508202-01-H,01:39.0
127,3BM-20001,TG120255002WHF,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:26.3,1508203-01-H,43:59.0
128,3BM-20001,TG120255002VJ9,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:37.7,1508202-01-H,35:34.0
129,3BM-20001,TG120255002WRA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:50.4,1508203-01-H,47:19.0
130,3BM-20001,TG120255002WMB,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:03.3,1508204-01-H,45:51.0
131,3BM-20001,TG120255002THS,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:15.8,1508203-01-H,16:42.0
132,3BM-20001,TG120255002D0D,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:28.4,1508202-01-H,05:33.0
133,3BM-20001,TG120255002WTN,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:41.0,1508203-01-H,48:45.0
134,3BM-20001,TG120255002WA6,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:57.7,1508203-01-H,40:08.0
135,3BM-20001,TG120255002WG9,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,59:04.5,1508203-01-H,43:25.0
136,3BM-20001,TG120255002WC3,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:08.0,1508202-01-H,41:09.0
137,3BM-20001,TG120255002WMP,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:19.6,1508203-01-H,46:08.0
138,3BM-20001,TG120255002X01,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:31.4,1508204-01-H,51:36.0
139,3BM-20001,TG120255002WDC,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:44.1,1508203-01-H,41:46.0
140,3BM-20001,TG120255002X3B,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:12.4,1508202-01-H,53:31.0
141,3BM-20001,TG120255002TJW,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:23.3,1508203-01-H,17:28.0
142,3BM-20001,TG120255002X1N,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:41.4,1508203-01-H,52:36.0
143,3BM-20001,TG120255002X2V,NMAMC-LINE-02,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,NMAMC-LINE-02,00:48.9,1508203-01-H,53:07.0
144,3BM-20001,TG120255002X6M,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:51.8,1508202-01-H,55:28.0
145,3BM-20001,TG120255002X4Y,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:03.3,1508203-01-H,54:26.0
146,3BM-20001,TG120255002TDA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:13.9,1508204-01-H,14:17.0
147,3BM-20001,TG120255001YP2,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:17.7,1508243-01-H,59:30.0
148,3BM-20001,TG120255001Y0F,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:18.8,1508242-01-H,48:09.0
149,3BM-20001,TG120255000YZV,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:20.3,1508243-01-H,20:54.0
150,3BM-20001,TG120255001TFJ,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:21.1,1508244-01-H,58:29.0
151,3BM-20001,TG120255001DKH,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:21.9,1508243-01-H,03:16.0
152,3BM-20001,TG120255001VN2,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:23.0,1508242-01-H,15:04.0
153,3BM-20001,TG120255002WFS,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:24.9,1508203-01-H,43:06.0
154,3BM-20001,TG120255002XDT,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,01:29.1,1508203-01-H,59:18.0
155,3BM-20001,TG120255002X79,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:39.0,1508202-01-H,56:00.0
